Entity,BiType,Type,Shape,Color,Type.Name,Grouped.Sectors,Loc.Reg.All,Loc.Reg.Gov,Date of Proj Inception,Date of Proj Completion,Project.Age,Central ,Regional Central,Local Central, Organization,None,All counties,Alameda,Contra Costa,Marin,Napa,San Francisco,San Mateo,Santa Clara,Solano,Sonoma,Online Only,Sum Counties,Classified,Spatial Scale
2Local Clean Energy Alliance,2,93,4,,Energy,Project,Project,Project,2007,,9,,,,2Local Clean Energy Alliance,,1,,,,,,,,,,,9,1,9
2Lower Walnut Creek Historical Ecology Study,2,96,4,,Multi-Local,Project,Project,Project,2015,,1,,,,,,,,,,,,,,,,,0,,0
"2Mapping Climate Change Exposures, Vulnerabilities, and Adaptation to Public Health Risks ",2,95,4,,Health,Project,Project,Project,2012,2012,4,,,,"2Mapping Climate Change Exposures, Vulnerabilities, and Adaptation to Public Health Risks ",,1,,,,,,,,,,,9,1,9
2Marin Bay Waterfront Adaptation Vulnerability Evaluation,2,96,4,,Multi-Local,Project,Project,Project,2015,,1,,,,2Marin Bay Waterfront Adaptation Vulnerability Evaluation,,,,,1,,,,,,,,1,1,1
2Marin Clean Energy,2,93,4,,Energy,Project,Project,Project,2010,,6,,,,2Marin Clean Energy,,,,,1,,,,,,,,1,1,1
2MTC BCDC FHWA Transportation Vulnerability Assessment Project ,2,91,4,,Flooding,Project,Project,Project,2010,2011,6,,,,2MTC BCDC FHWA Transportation Vulnerability Assessment Project ,,,,,,,,,,,,,0,0,0
2Napa River Napa Creek Flood Protection Project,2,91,4,,Flooding,Project,Project,Project,1998,,18,,,,2Napa River Napa Creek Flood Protection Project,,,,,,1,,,,,,,1,1,1
2North Bay Climate Adaptation Initiative,2,94,4,,Natural Systems,Project,Project,Project,2011,,5,,,,2North Bay Climate Adaptation Initiative,,,,,,,,,,,1,,1,1,1
2North Bay Watershed Association,2,92,4,,Water,Project,Project,Project,2011,,5,N. Bay Watershed Assoc.,N. Bay Watershed Assoc.,,2North Bay Watershed Association,,,,,1,1,,,,,1,,3,1,3
2Northern Alameda County _ San Francisco Bay Area Coastal Study,2,91,4,,Flooding,Project,Project,Project,2014,2015,2,,,,2Northern Alameda County _ San Francisco Bay Area Coastal Study,,,1,,,,,,,,,,1,1,1
2Oakland Alameda Resilience Study,2,91,4,,Flooding,Project,Project,Project,2013,,3,,,,2Oakland Alameda Resilience Study,,,1,,,,,,,,,,1,1,1
2Oakland Energy and Climate Action Plan,2,93,4,,Energy,Project,Project,Project,2012,,4,,,,2Oakland Energy and Climate Action Plan,,,1,,,,,,,,,,1,1,1
2Ocean Beach Master Plan for Sea Level Rise ,2,91,4,,Flooding,Project,Project,Project,2010,,6,,,,2Ocean Beach Master Plan for Sea Level Rise ,,,,,,,1,,,,,,1,1,1
2Operational Landscape Units,2,94,4,,Natural Systems,Project,Project,Project,2008,,8,,,,2Operational Landscape Units,1,,,,,,,,,,,,0,1,0
2Oro Loma Ecotone Project,2,91,4,,Flooding,Project,Project,Project,2015,,1,,,,2Oro Loma Ecotone Project,,,,,,,,,1,,,,1,1,1
2Our Bay on the Brink,2,97,4,,Multi-Regional,Project,Project,Project,2016,,0,,,,2Our Bay on the Brink,,1,,,,,,,,,,,9,1,9
"2Our Coast, Our Future",2,91,4,,Flooding,Project,Project,Project,2011,,5,,,,"2Our Coast, Our Future",,1,,,,,,,,,,,9,1,9
2Owlized Marin Sea Level Rise Project,2,91,4,,Flooding,Project,Project,Project,2015,,1,,,,2Owlized Marin Sea Level Rise Project,,,,,1,,,,,,,,1,1,1
2Pinole General Plan Climate Adaptation ,2,96,4,,Multi-Local,Project,Project,Project,2006,,10,,,,2Pinole General Plan Climate Adaptation ,,,,1,,,,,,,,,1,1,1
2Point Blue Climate Smart Conservation Program,2,94,4,,Natural Systems,Project,Project,Project,2013,,3,,,,2Point Blue Climate-Smart Conservation Program,1,,,,,,,,,,,,0,1,0
2Policies for a Rising Bay,2,91,4,,Flooding,Project,Project,Project,2015,,1,,,,2Policies for a Rising Bay,1,,,,,,,,,,,,0,1,0
2Port of San Francisco Sea Level Rise Study,2,91,4,,Flooding,Project,Project,Project,2012,,4,,,,2Port of San Francisco Sea Level Rise Study,,,,,,,1,,,,,,1,1,1
2Reducing Climate Risks with Natural Infrastructure Report,2,97,4,,Multi-Regional,Project,Project,Project,2014,,2,,,,2Reducing Climate Risks with Natural Infrastructure Report,,1,,,,,,,,,,,9,1,9
2Regional Climate Protection Authority,2,96,4,,Multi-Local,Project,Project,Project,2009,,7,,,,2Regional Climate Protection Authority,,1,,,,,,,,,,,9,1,9
2Regional Renewable Energy Procurement Project (RREP),2,93,4,,Energy,Project,Project,Project,2013,,3,,,,2Regional Renewable Energy Procurement Project (R-REP),,1,,,,,,,,,,,9,1,9
2Reports on the Third Climate Change Assessment,2,97,4,,Multi-Regional,Project,Project,Project,2012,,4,,,,2Reports on the Third Climate Change Assessment,,1,,,,,,,,,,,9,1,9
2Resilience by Design,2,97,4,,Multi-Regional,Project,Project,Project,2015,,1,,,,2Bay Area Resilience By Design,,1,,,,,,,,,,,9,1,9
2Resilient Communities Initiative,2,97,4,,Multi-Regional,Project,Project,Project,2013,,3,,,,2Resilient Communities Initiative,,1,,,,,,,,,,,9,1,9
2Resilient San Francisco,2,96,4,,Multi-Local,Project,Project,Project,2016,,0,,,,2Resilient San Francisco,,,,,,,1,,,,,,1,1,1
2RISeR SF BAY,2,97,4,,Multi-Regional,Project,Project,Project,2015,,1,,,,2RISeR SF BAY,,1,,,,,,,,,,,9,1,9
2Rockefeller 100 Resilient Cities Challenge,2,96,4,,Multi-Local,Project,Project,Project,2015,,1,,,,2Rockefeller 100 Resilient Cities Challenge,,,1,,,,1,,,,,,2,1,2
2San Francisco Bay Living Shorelines,2,91,4,,Flooding,Project,Project,Project,2012,,4,,,,2 San Francisco Bay Living Shorelines,,,,,,,1,,,,,,1,1,1
2San Francisco Central Bay Regional Sediment Management Plan,2,91,4,,Flooding,Project,Project,Project,2008,,8,,,,2San Francisco Central Bay Regional Sediment Management Plan,,,,,,,1,1,,,,,2,1,2
2San Francisco Climate Ready Initiative,2,95,4,,Health,Project,Project,Project,2010,,6,,,,2San Francisco Climate Ready Initiative,,,,,,,1,,,,,,1,1,1
2San Francisco Estuary Partnership,2,91,4,,Flooding,Project,Project,Project,1991,,25,,,,2San Francisco Estuary Partnership,,1,,,,,,,,,,,9,1,9
2San Francisco Estuary Partnership Climate Ready Estuaries Pilot Project,2,94,4,,Natural Systems,Project,Project,Project,2009,,7,,,,2San Francisco Estuary Partnership Climate Ready Estuaries Pilot Project,,1,,,,,,,,,,,9,1,9
2San Francisco Sea Level Rise Action Plan,2,91,4,,Flooding,Project,Project,Project,2015,,1,,,,2San Francisco Sea Level Rise Action Plan,,,,,,,1,,,,,,1,1,1
2San Mateo County Climate Action Plan: Vulnerability Assessment,2,96,4,,Multi-Local,Project,Project,Project,2011,,5,,,,2San Mateo County Climate Action Plan: Vulnerability Assessment,,,,,,,,1,,,,,1,1,1
2San Mateo County Regionally Integrated Climate Action Planning Suite ,2,96,4,,Multi-Local,Project,Project,Project,2010,,6,,,,2San Mateo County Regionally Integrated Climate Action Planning Suite ,,,,,,,,1,,,,,1,1,1
2San Mateo County Sea Level Rise Vulnerability Assessment,2,91,4,,Flooding,Project,Project,Project,2015,,1,San Mateo Vulnerability,San Mateo Vulnerability,San Mateo Vulnerability,2San Mateo County Sea Level Rise Vulnerability Assessment,,,,,,,,1,,,,,1,1,1
2Save the Redwoods Climate Change Initiative,2,94,4,,Natural Systems,Project,Project,Project,2013,,3,,,,2Save the Redwoods Climate Change Initiative,,1,,,,,,,,,,,9,1,9
2Scenario Planning for Climate Change Adaptation: A Guidance for Resource Managers (2013),2,94,4,,Natural Systems,Project,Project,Project,2013,,3,,,,2Scenario Planning for Climate Change Adaptation: A Guidance for Resource Managers (2013),,1,,,,,,,,,,,9,1,9
2Sea Change San Mateo County,2,96,4,,Multi-Local,Project,Project,Project,2013,,3,,,,2Sea Change San Mateo County,,,,,,,,1,,,,,1,1,1
2SF Bay Restoration Authority Parcel Tax (Measure AA),2,97,4,,Multi-Regional,Project,Project,Project,2016,,0,,,,2SF Bay Restoration Authority Parcel Tax (Measure AA),,1,,,,,,,,,,,9,1,9
2SF Baylands Restoration and Flood Protection Project,2,91,4,,Flooding,Project,Project,Project,2012,,4,,,,2SF Baylands Restoration and Flood Protection Project,,1,,,,,,,,,,,9,1,9
2SF Mission Bay Vulnerability Assessment,2,91,4,,Flooding,Project,Project,Project,2013,,3,,,,2SF Mission Bay Vulnerability Assessment,,,,,,,1,,,,,,1,1,1
"2SFO, San Bruno and Colma Creek Resilience Study",2,91,4,,Flooding,Project,Project,Project,2015,,1,,,,"2SFO, San Bruno and Colma Creek Resilience Study",,,,,,,,1,,,,,1,1,1
2SFPUC Study: Upper Tuolumne River Flow & Climate Change Scenarios ,2,92,4,,Water,Project,Project,Project,2012,,4,,,,2SFPUC Study: Upper Tuolumne River Flow & Climate Change Scenarios ,1,,,,,,,,,,,,0,1,0
2Shore Up Marin,2,96,4,,Multi-Local,Project,Project,Project,2016,,0,,,,2Shore Up Marin,,,,,1,,,,,,,,1,1,1
2Silicon Valley 2.0,2,96,4,,Multi-Local,Project,Project,Project,2013,,3,Silicon Valley 2.0,Silicon Valley 2.0,Silicon Valley 2.0,2Silicon Valley 2.0,,,,,,,,,1,,,,1,1,1
2Sonoma Clean Power,2,93,4,,Energy,Project,Project,Project,2012,,4,,,,2Sonoma Clean Power,,,,,,,,,,,1,,1,1,1
2Sonoma County Veg Map,2,94,4,,Natural Systems,Project,Project,Project,2012,,4,,,,2Sonoma County Veg Map,,,,,,,,,,,1,,1,1,1
2South Bay Salt Pond Restoration Project,2,91,4,,Flooding,Project,Project,Project,2003,,13,,,,2South Bay Salt Pond Restoration Project,,,,,,,,,1,,,,1,1,1
2South San Francisco Bay Shoreline Study,2,91,4,,Flooding,Project,Project,Project,2016,,0,,,,2South San Francisco Bay Shoreline Study,,,,,,,,,1,,,,1,1,1
2Southern Marin Pilot Project,2,96,4,,Multi-Local,Project,Project,Project,2008,,8,,,,2Southern Marin Pilot Project,,,,,1,,,,,,,,1,1,1
2State of the Estuary Report 2015,2,94,4,,Natural Systems,Project,Project,Project,2015,,1,,,,2State of the Estuary Report 2015,,1,,,,,,,,,,,9,1,9
2State Route 37 Stewardship Study ,2,91,4,,Flooding,Project,Project,Project,2011,,5,,,,2State Route 37 Stewardship Study ,,,,,1,,,,,1,,,2,1,2
"2Suisun Marsh Habitat Management, Preservation and Restoration",2,91,4,,Flooding,Project,Project,Project,2014,,2,,,,"2Suisun Marsh Habitat Management, Preservation and Restoration",,,,,,,,,,1,,,1,1,1
2Surviving the Storm,2,91,4,,Flooding,Project,Project,Project,2015,,1,,,,2Surviving the Storm,,1,,,,,,,,,,,9,1,9
2Terrestrial Biodiversity Climate Change Consortium,2,94,4,,Natural Systems,Project,Project,Project,2010,,6,,,,2Terrestrial Biodiversity Climate Change Consortium,,1,,,,,,,,,,,9,1,9
2The Horizontal Levee,2,91,4,,Flooding,Project,Project,Project,2013,,3,,,,2The Horizontal Levee,,,1,,,,,,,,,,1,1,1
